LotArea,GrLivArea,Street,Alley,LotType,BldgType,HouseStyle,OverallQuality,OverallCondition,YearBuilt,Foundation,TotalBsmtSF,CentralAir,FullBath,HalfBath,GarageType,GarageCars,GarageArea,YearSold,SaleType,SaleCondition,SalePrice
7535,912,Pave,NA,Inside,1Fam,1Story,5,7,1958,CBlock,912,Y,1,0,Attchd,1,297,2007,WD,normal,120000
9200,2630,Pave,NA,Inside,1Fam,2Story,8,5,1998,PConc,1470,Y,2,1,Attchd,3,,2008,WD,normal,315000
11923,1800,Pave,NA,Corner,1Fam,1Story,9,5,2007,PConc,1800,Y,2,0,Attchd,2,702,2009,WD,normal,239000
12420,1840,Pave,NA,Inside,1Fam,2Story,7,5,2001,PConc,944,Y,2,1,Attchd,2,622,2009,WD,normal,230000
9320,1225,Pave,NA,Inside,1Fam,1Story,4,5,1959,CBlock,950,Y,1,1,NA,0,0,2010,WD,normal,128950
9803,1768,Pave,NA,Inside,1Fam,2Story,7,5,2005,PConc,866,Y,2,1,Attchd,2,603,2008,WD,normal,226700
21750,988,Pave,NA,Inside,1Fam,1Story,5,5,1954,CBlock,988,Y,1,0,Attchd,2,,2008,WD,normal,113000
53107,1953,Pave,NA,Corner,1Fam,2Story,6,5,1992,PConc,1580,Y,2,1,Attchd,2,501,2007,WD,normal,240000
7800,912,Pave,NA,Inside,1Fam,1Story,5,5,1964,CBlock,912,Y,1,0,Attchd,1,288,2006,WD,Abnorml,115000
6292,790,Pave,NA,Inside,1Fam,1Story,6,5,1930,BrkTil,768,N,1,0,Detchd,1,160,2008,WD,normal,91000
10004,1516,Pave,NA,Inside,1Fam,1Story,6,6,1964,CBlock,1516,Y,1,1,Attchd,2,472,2009,WD,normal,167000
9206,1732,Pave,NA,Inside,1Fam,2Story,6,5,1985,CBlock,741,Y,2,1,Attchd,2,476,2010,WD,normal,178000
5925,968,Pave,NA,Inside,1Fam,1.5Fin,3,6,1910,BrkTil,600,N,1,0,NA,0,0,2009,WD,Abnorml,37900
9825,1664,Pave,NA,Inside,Duplex,1Story,5,5,1965,CBlock,0,N,2,0,NA,0,0,2010,WD,normal,100000
21750,1771,Pave,NA,Inside,1Fam,1Story,5,4,1960,Slab,0,Y,1,0,Attchd,2,336,2009,WD,normal,115000
5604,864,Pave,NA,Inside,1Fam,1Story,5,6,1925,CBlock,864,N,1,0,NA,0,0,2008,WD,normal,98000
9246,1656,Pave,NA,Inside,Duplex,1Story,5,5,1973,CBlock,1656,Y,2,0,Detchd,2,506,2008,WD,normal,135000
8400,2020,Pave,NA,Inside,Duplex,1Story,5,5,1977,Slab,0,Y,2,0,Detchd,2,630,2007,WD,normal,144000
9248,1167,Pave,NA,Inside,1Fam,1Story,6,6,1992,PConc,1158,Y,2,0,Attchd,2,400,2009,WD,normal,173000
11600,1180,Pave,NA,Inside,1Fam,1Story,4,5,1922,BrkTil,700,Y,1,0,Detchd,1,252,2006,WD,normal,137500
13518,3140,Pave,NA,Inside,1Fam,2Story,9,5,2008,PConc,1926,Y,3,1,BuiltIn,3,820,2009,New,Partial,485000
6402,1192,Pave,NA,Corner,1Fam,2Story,5,5,1920,PConc,596,N,1,0,Detchd,1,189,2009,WD,normal,78000
12393,1948,Pave,NA,FR2,1Fam,2Story,7,5,2004,PConc,847,Y,2,1,BuiltIn,2,434,2006,WD,normal,195000
5700,1111,Pave,NA,Inside,1Fam,1.5Fin,7,7,1926,PConc,572,Y,1,0,Detchd,1,288,2008,WD,normal,116900
8900,1056,Pave,NA,Inside,1Fam,1Story,4,4,1966,CBlock,1056,Y,1,0,Detchd,1,384,2006,WD,normal,107000
6292,1477,Pave,NA,Inside,1Fam,1.5Fin,7,7,1928,BrkTil,861,Y,2,0,Detchd,1,216,2009,WD,normal,145000
10005,2022,Pave,NA,Inside,1Fam,2Story,7,5,1977,Do Not use this Field in the Model,1160,Y,2,1,Attchd,2,505,2008,WD,Normal,192000
3182,1145,Pave,NA,Inside,TwnhsE,1Story,7,5,2005,PConc,1145,Y,2,0,Attchd,2,397,2009,WD,Normal,160200
6600,816,Pave,NA,Inside,1Fam,1Story,5,8,1982,PConc,816,Y,1,0,Detchd,2,816,2008,WD,Normal,138000
8314,816,Pave,NA,Corner,1Fam,1Story,5,7,1982,Do Not use this Field in the Model,816,Y,1,0,Attchd,1,264,2007,WD,Normal,124500
3013,1506,Pave,NA,Inside,TwnhsE,1Story,7,5,2005,PConc,1362,Y,2,0,Attchd,2,440,2006,WD,Normal,213490
5600,1092,Pave,NA,Inside,2fmCon,2Story,4,5,1930,Slab,0,N,2,0,NA,0,0,2010,WD,Normal,55000
21780,1674,Pave,NA,Inside,1Fam,1.5Fin,6,7,1918,BrkTil,1163,Y,2,0,Detchd,2,396,2008,WD,Normal,185000
9156,1489,Pave,NA,Inside,1Fam,1Story,6,7,1968,CBlock,1489,Y,2,0,Attchd,2,462,2009,WD,Normal,185750
8658,1324,Pave,NA,Inside,1Fam,1Story,6,5,1965,CBlock,1088,Y,2,0,Attchd,2,440,2006,WD,Abnorml,160000
11787,2398,Pave,NA,Inside,1Fam,2Story,7,5,1996,PConc,1379,Y,2,1,Attchd,3,834,2007,WD,Normal,315750
3951,1224,Pave,Pave,Corner,TwnhsE,2Story,6,5,2009,PConc,612,Y,2,1,Detchd,2,528,2009,New,Partial,164500
9760,1851,Pave,NA,Inside,1Fam,2Story,6,8,1964,CBlock,822,Y,2,1,Attchd,2,440,2007,WD,Normal,187000
9060,1258,Pave,NA,Inside,1Fam,1.5Fin,6,5,1939,BrkTil,560,Y,1,0,Detchd,1,280,2009,WD,Normal,105000
5119,1709,Pave,NA,CulDSac,TwnhsE,1Story,9,5,1999,PConc,1698,Y,2,0,Attchd,2,506,2008,CWD,Abnorml,328900
6762,1294,Pave,NA,Inside,1Fam,1Story,7,5,2006,PConc,1286,Y,2,0,Attchd,2,662,2006,New,Partial,193879
11414,2019,Pave,NA,Corner,1Fam,2Story,7,8,1910,BrkTil,728,N,1,0,Detchd,2,532,2009,WD,Normal,167500
10300,1710,Pave,NA,Inside,1Fam,2Story,7,6,1921,BrkTil,576,Y,2,0,Detchd,2,480,2010,WD,Normal,140000
17120,1588,Pave,NA,Inside,1Fam,1.5Fin,4,4,1959,Do Not use this Field in the Model,0,Y,2,0,Detchd,2,680,2008,WD,Normal,134432
8846,1500,Pave,NA,Inside,1Fam,2Story,6,5,2005,PConc,750,Y,2,1,Attchd,2,564,2006,New,Partial,173900
9600,1242,Pave,NA,Inside,1Fam,1Story,7,6,1973,CBlock,1242,Y,1,1,Attchd,2,528,2007,WD,Normal,175500
6000,616,Pave,NA,Inside,1Fam,1Story,5,7,1921,CBlock,616,Y,1,0,Detchd,1,205,2006,WD,Normal,89000
6911,1301,Pave,NA,FR2,1Fam,1Story,5,5,1924,PConc,1145,Y,1,0,Detchd,2,440,2009,WD,Normal,100000
8400,913,Pave,NA,Inside,1Fam,SFoyer,6,5,1966,CBlock,814,Y,1,0,Detchd,1,240,2007,WD,Normal,129000
3675,1072,Pave,NA,Inside,TwnhsE,SLvl,6,5,2005,PConc,547,Y,1,0,Basment,2,525,2008,WD,Normal,148000
12274,1428,Pave,NA,FR2,1Fam,1Story,7,5,2008,PConc,1417,Y,2,0,Attchd,2,554,2008,New,Partial,227680
7200,1022,Pave,NA,Inside,1Fam,1Story,5,4,1910,BrkTil,1022,N,1,0,Detchd,1,280,2009,WD,Normal,85000
7399,1950,Pave,Pave,Inside,1Fam,2Story,7,5,1997,PConc,975,Y,2,1,Detchd,2,576,2007,WD,Normal,239000
11664,1082,Pave,NA,Inside,1Fam,1Story,6,5,1948,CBlock,1082,Y,1,0,Detchd,1,240,2007,WD,Normal,119200
8520,720,Pave,NA,Inside,1Fam,1Story,6,8,1928,BrkTil,624,Y,1,0,Detchd,2,484,2010,WD,Normal,105900
16770,1839,Pave,NA,CulDSac,1Fam,2Story,7,5,1998,PConc,1195,Y,2,1,Attchd,2,486,2010,WD,Normal,221000
12134,1752,Pave,NA,Inside,1Fam,1.5Fin,8,7,1988,Wood,559,Y,2,0,Basment,2,492,2010,WD,Normal,164000
12000,1122,Pave,NA,Inside,1Fam,1Story,5,7,1948,CBlock,924,Y,1,0,Attchd,2,528,2008,WD,Normal,147000
9967,1430,Pave,NA,Inside,1Fam,SLvl,7,5,2000,PConc,384,Y,2,1,BuiltIn,2,400,2007,WD,Normal,170000
19378,2462,Pave,NA,Corner,1Fam,2Story,7,5,2005,PConc,1392,Y,2,1,Attchd,2,,2006,New,Partial,320000
15593,2287,Pave,NA,Corner,1Fam,1.5Fin,7,4,1953,Do Not use this Field in the Model,1304,Y,2,0,Attchd,2,667,2006,WD,Normal,225000
11751,1844,Pave,NA,Inside,1Fam,1Story,6,6,1977,CBlock,1844,Y,2,0,Attchd,2,546,2010,COD,Normal,190000
14803,2084,Pave,NA,Inside,1Fam,1Story,10,5,2007,PConc,2078,Y,2,0,Attchd,3,1220,2008,New,Partial,385000
10800,1192,Pave,NA,Inside,1Fam,1.5Fin,4,4,1949,CBlock,720,N,1,1,NA,0,0,2006,WD,Abnorml,135000
5684,813,Pave,NA,Inside,1Fam,1Story,6,8,1930,BrkTil,813,Y,1,0,Detchd,1,270,2006,WD,Normal,110000
8190,948,Pave,NA,Inside,1Fam,1Story,4,6,1954,CBlock,948,Y,1,0,Detchd,1,280,2007,WD,Normal,119000
13688,2668,Pave,NA,Inside,1Fam,2Story,9,5,2003,PConc,1572,Y,2,1,BuiltIn,3,,2008,WD,Normal,412500
8750,1002,Pave,NA,Inside,1Fam,1Story,5,6,1970,CBlock,1002,Y,1,0,Detchd,2,902,2009,WD,Normal,148500
21930,1838,Pave,NA,Inside,1Fam,2Story,5,5,2005,PConc,732,Y,2,1,BuiltIn,2,372,2006,WD,Normal,192140
10603,1610,Pave,NA,Inside,1Fam,1Story,6,7,1977,PConc,1610,Y,2,0,Attchd,2,480,2010,WD,Normal,205000
9042,23400,Pave,NA,Inside,1Fam,2Story,7,9,1941,Stone,1152,Y,2,0,Attchd,1,252,2010,WD,Normal,266500
11767,1200,Pave,NA,Inside,1Fam,1.5Fin,5,6,1946,CBlock,768,Y,1,0,Detchd,1,240,2008,WD,Normal,130500
13600,2337,Pave,Grvl,Inside,2fmCon,2Story,5,5,1900,BrkTil,662,N,2,0,Detchd,2,560,2007,WD,Normal,90000
8737,1635,Pave,NA,Inside,1Fam,1.5Fin,6,7,1923,BrkTil,1065,Y,1,1,Detchd,2,440,2007,WD,Normal,210000
115149,1824,Pave,NA,CulDSac,1Fam,1Story,7,5,1971,CBlock,1643,Y,2,0,Attchd,2,739,2007,WD,Normal,302000
17600,1478,Pave,NA,Inside,1Fam,1Story,6,5,1960,CBlock,1478,Y,2,0,Attchd,2,498,2009,WD,Normal,157500
5395,1337,Pave,NA,Inside,TwnhsE,1Story,8,5,1993,PConc,1337,Y,2,0,Attchd,2,462,2008,WD,Normal,180000
12615,2158,Pave,NA,Corner,1Fam,1Story,6,7,1950,CBlock,1202,Y,2,0,Attchd,2,576,2007,WD,Normal,243000
14585,1429,Pave,NA,CulDSac,1Fam,1Story,6,6,1960,CBlock,1144,Y,1,0,Attchd,2,572,2007,WD,Normal,181900
14587,1506,Pave,NA,Inside,1Fam,1Story,9,5,2008,PConc,1498,Y,2,0,Attchd,2,592,2008,New,Partial,264132
13891,1710,Pave,NA,Inside,1Fam,1Story,8,5,2007,PConc,1710,Y,2,0,Attchd,3,866,2008,New,Partial,372402
9084,1111,Pave,NA,Inside,1Fam,1.5Fin,5,6,1941,CBlock,616,N,1,0,Detchd,1,200,2008,ConLw,Normal,95000
9135,1536,Pave,NA,Inside,1Fam,1Story,7,5,2002,PConc,1536,Y,2,0,Attchd,2,532,2008,WD,Normal,214000
53227,1663,Pave,NA,CulDSac,1Fam,1Story,4,6,1954,Do Not use this Field in the Model,1364,Y,1,0,Attchd,2,529,2008,WD,Normal,256000
6173,902,Pave,NA,Inside,1Fam,1Story,5,6,1967,CBlock,876,Y,1,0,Attchd,1,288,2007,WD,Normal,125500
10896,3395,Pave,Pave,Inside,2fmCon,2.5Fin,6,7,1914,CBlock,1440,Y,2,0,NA,0,0,2007,WD,Abnorml,200000
7500,1674,Pave,NA,Inside,1Fam,2Story,7,5,2000,PConc,814,Y,2,1,Attchd,2,663,2010,WD,Normal,216000
9430,2365,Pave,NA,Inside,1Fam,2Story,8,5,1999,PConc,1252,Y,2,1,Attchd,3,856,2009,WD,Normal,337000
8385,985,Pave,NA,Inside,1Fam,SLvl,5,8,1977,CBlock,985,Y,2,0,Attchd,1,328,2008,WD,Normal,149900
7227,832,Pave,NA,Corner,1Fam,1.5Unf,6,6,1954,CBlock,832,Y,1,0,Detchd,2,528,2008,WD,Normal,105500
7415,1593,Pave,NA,Inside,1Fam,2Story,6,5,2004,PConc,839,Y,2,1,Attchd,2,398,2008,WD,Normal,193000
11952,1969,Pave,NA,Inside,1Fam,2Story,7,6,1977,CBlock,808,Y,2,1,Attchd,2,534,2007,WD,Normal,190000
6240,1176,Pave,NA,Inside,1Fam,1.5Fin,6,6,1934,PConc,816,Y,1,0,Detchd,2,528,2006,WD,Normal,114500
45600,2358,Pave,NA,Inside,1Fam,1.5Fin,6,8,1908,BrkTil,907,Y,3,0,Detchd,2,360,2008,WD,Normal,240000
10712,974,Pave,NA,Inside,1Fam,1Story,5,5,1991,PConc,974,Y,1,0,NA,0,0,2007,Oth,Abnorml,93500
2628,1626,Pave,NA,Inside,Twnhs,2Story,7,5,2003,PConc,764,Y,2,1,BuiltIn,2,474,2010,WD,Normal,175500
14054,1863,Pave,NA,Inside,1Fam,2Story,7,5,2006,PConc,879,Y,2,1,BuiltIn,3,660,2006,New,Partial,219210
9571,1276,Pave,NA,Inside,1Fam,1Story,5,3,1958,CBlock,1276,Y,1,0,Attchd,1,350,2009,COD,Abnorml,60000
2217,1092,Pave,NA,Inside,TwnhsE,2Story,4,4,1970,CBlock,546,Y,1,1,Attchd,1,286,2009,WD,Normal,88000
20781,2156,Pave,NA,CulDSac,1Fam,1Story,7,7,1968,CBlock,1568,Y,2,0,Attchd,2,508,2006,WD,Normal,262500
9750,2097,Pave,NA,Corner,1Fam,2Story,7,6,1998,PConc,1108,Y,2,1,Detchd,2,583,2006,WD,Normal,274300
16157,1432,Pave,NA,FR2,1Fam,SLvl,5,7,1978,PConc,1360,Y,1,1,Attchd,2,588,2007,WD,Normal,194000
11250,1786,Pave,NA,Inside,1Fam,2Story,7,5,2001,PConc,920,Y,2,1,Attchd,2,608,2008,WD,Normal,223500
11216,1489,Pave,NA,Inside,1Fam,1Story,8,5,2006,PConc,1489,Y,2,0,Attchd,2,776,2006,New,Partial,232600
14762,2320,Pave,NA,Corner,1Fam,2Story,5,6,1948,Slab,0,Y,2,0,Attchd,2,672,2006,WD,Normal,169000
10708,1867,Pave,NA,Inside,1Fam,1Story,5,5,1955,CBlock,1617,Y,1,0,Attchd,1,303,2009,COD,Normal,190000
1953,987,Pave,NA,Inside,Twnhs,2Story,6,5,1973,CBlock,483,Y,1,1,Detchd,1,264,2006,WD,Normal,83000
11777,1320,Pave,NA,Inside,1Fam,SLvl,5,6,1966,CBlock,1164,Y,1,0,Attchd,2,564,2006,WD,Abnorml,164500
9317,1314,Pave,NA,Inside,1Fam,1Story,6,5,2006,PConc,1314,Y,2,0,Attchd,2,440,2007,WD,Normal,176432
6380,1048,Pave,NA,Inside,1Fam,1.5Unf,5,6,1922,BrkTil,993,Y,1,0,Detchd,1,280,2006,WD,Normal,113000
7024,1090,Pave,NA,Inside,1Fam,1Story,5,5,2005,PConc,1090,Y,1,1,Attchd,2,450,2007,WD,Normal,157000
8480,970,Pave,NA,Corner,1Fam,1Story,5,6,1963,CBlock,970,Y,1,0,Detchd,2,624,2007,WD,Normal,132500
32463,1622,Pave,NA,Inside,2fmCon,1Story,4,4,1961,CBlock,1249,Y,1,0,2Types,4,1356,2007,WD,Normal,168000
6324,520,Pave,NA,Inside,1Fam,1Story,4,6,1927,BrkTil,520,N,1,0,Detchd,1,240,2008,WD,Normal,68500
12203,2612,Pave,NA,Corner,1Fam,2Story,8,5,1998,PConc,1225,Y,2,1,Attchd,3,676,2009,WD,Normal,336000
5062,2090,Pave,NA,CulDSac,TwnhsE,2Story,7,5,1984,CBlock,1190,Y,2,0,Attchd,2,577,2007,WD,Normal,207500
8780,833,Pave,NA,Corner,1Fam,1Story,5,5,1985,CBlock,833,Y,1,0,NA,0,0,2009,WD,Normal,112000
11040,1336,Pave,NA,Inside,1Fam,1.5Fin,4,6,1920,CBlock,637,Y,1,1,CarPort,1,570,2006,COD,Normal,108000
12438,2576,Pave,NA,Inside,1Fam,2Story,8,5,2006,PConc,1234,Y,2,1,BuiltIn,3,666,2006,New,Partial,361919
9600,1164,Pave,NA,Inside,1Fam,1Story,7,5,1969,CBlock,1164,Y,1,1,Attchd,2,528,2006,COD,Normal,140000
13526,935,Pave,NA,CulDSac,1Fam,1Story,5,6,1965,CBlock,935,Y,1,0,Attchd,1,288,2006,WD,Normal,137000
15431,2402,Pave,NA,Inside,1Fam,1Story,10,5,2008,PConc,3094,Y,2,0,Attchd,3,672,2009,WD,Normal,555000
9650,1334,Pave,NA,Inside,1Fam,1Story,6,5,1977,CBlock,1350,Y,2,0,Attchd,2,630,2009,WD,Normal,167900
16692,2784,Pave,NA,Inside,1Fam,2Story,7,5,1978,CBlock,1392,Y,3,1,Attchd,2,564,2006,WD,Normal,250000
7630,1812,Pave,NA,Inside,2fmCon,2Story,5,9,1900,BrkTil,360,Y,2,0,Detchd,2,672,2010,WD,Normal,140000
12256,2622,Pave,NA,Corner,1Fam,2Story,8,5,1994,PConc,1463,Y,2,1,Attchd,2,712,2010,WD,Normal,325000
9000,480,Pave,NA,Inside,1Fam,1Story,2,3,1949,CBlock,480,N,0,0,Detchd,1,308,2006,WD,Abnorml,35311
9450,894,Pave,NA,Inside,1Fam,1Story,4,5,1954,CBlock,894,Y,1,0,Detchd,2,400,2007,WD,Abnorml,110000
11218,1845,Pave,NA,Inside,1Fam,2Story,6,5,1992,PConc,1055,Y,2,1,Attchd,2,462,2010,WD,Normal,189000
9150,1431,Pave,NA,Corner,1Fam,SLvl,6,5,1962,Do Not use this Field in the Model,1099,Y,1,0,Basment,1,296,2008,WD,Normal,165000
8520,1385,Pave,NA,Corner,1Fam,1.5Fin,5,4,1952,CBlock,910,Y,2,0,Detchd,2,720,2010,WD,Normal,166000
10800,1912,Pave,Pave,Inside,2fmCon,1.5Fin,6,7,1905,BrkTil,482,N,2,0,Detchd,2,672,2008,WD,Normal,163000
9600,1641,Pave,Grvl,Inside,1Fam,2Story,7,7,1925,BrkTil,728,Y,1,1,Detchd,2,546,2006,WD,Normal,178000
9950,2520,Pave,NA,Inside,1Fam,2Story,7,5,1995,PConc,1203,Y,2,1,Attchd,3,,2007,WD,Abnorml,290000
2665,1304,Pave,NA,Inside,TwnhsE,2Story,5,6,1976,PConc,264,Y,1,1,BuiltIn,1,336,2008,WD,Normal,115000
14774,2599,Pave,NA,Corner,1Fam,2Story,9,5,1999,PConc,1393,Y,2,1,BuiltIn,3,779,2010,WD,Normal,333168
10029,2060,Pave,NA,Corner,1Fam,2Story,6,5,1988,PConc,1151,Y,2,1,Attchd,2,521,2007,WD,Normal,211000
9144,1505,Pave,Pave,Inside,1Fam,1.5Fin,5,5,1940,Do Not use this Field in the Model,883,Y,1,0,Detchd,1,240,2008,WD,Normal,145000
8834,2224,Pave,NA,Inside,1Fam,2Story,9,5,2004,PConc,1462,Y,2,1,Attchd,3,738,2009,WD,Normal,350000
10083,1200,Pave,NA,Inside,1Fam,1Story,7,5,2003,PConc,1176,Y,2,0,Attchd,2,555,2009,WD,Normal,184900
9247,1716,Pave,NA,Inside,1Fam,2Story,6,6,1962,CBlock,858,Y,1,1,Attchd,2,490,2008,WD,Normal,171000
10141,1718,Pave,NA,Corner,1Fam,2Story,7,5,1998,Do Not use this Field in the Model,832,Y,2,1,Attchd,2,427,2009,WD,Normal,185000
9873,960,Pave,NA,Inside,2fmCon,1Story,4,5,1970,CBlock,960,N,1,0,Detchd,2,576,2006,WD,Normal,129000
7332,864,Pave,NA,Inside,1Fam,1Story,6,6,1959,CBlock,864,Y,1,0,Attchd,1,288,2006,WD,Abnorml,120000
7590,1348,Pave,NA,Inside,1Fam,2Story,6,5,1966,Do Not use this Field in the Model,660,Y,1,1,Attchd,2,453,2006,WD,Normal,155000
12772,958,Pave,NA,CulDSac,1Fam,1Story,6,8,1960,CBlock,958,Y,1,0,Attchd,1,301,2007,WD,Normal,151500
9849,1689,Pave,NA,Inside,1Fam,1Story,7,6,2007,PConc,1689,Y,2,0,Attchd,3,954,2007,New,Partial,248328
8731,1167,Pave,NA,Inside,1Fam,1Story,5,5,1920,BrkTil,915,Y,1,0,Detchd,2,495,2007,WD,Normal,144000
11645,1720,Pave,NA,Corner,1Fam,2Story,7,5,2004,PConc,860,Y,2,1,Attchd,2,565,2006,WD,Normal,196500
7560,1040,Pave,NA,Inside,1Fam,1Story,5,5,1959,CBlock,1040,Y,1,0,Attchd,1,286,2006,WD,Normal,133700
8197,1285,Pave,NA,Inside,1Fam,1Story,6,5,1977,CBlock,660,Y,1,1,Attchd,2,528,2007,WD,Normal,143500
11194,1936,Pave,NA,Corner,1Fam,2Story,8,5,2000,PConc,1406,Y,2,1,Attchd,2,504,2006,WD,Normal,230500
6000,1103,Pave,NA,Inside,1Fam,1Story,6,6,1925,BrkTil,1103,Y,1,0,Detchd,2,440,2006,WD,Normal,110500
9758,950,Pave,NA,Inside,1Fam,1Story,5,5,1971,CBlock,950,Y,1,0,Detchd,1,280,2007,WD,Normal,119500
10846,1719,Pave,NA,CulDSac,TwnhsE,1Story,8,5,1993,PConc,1719,Y,1,1,Attchd,2,,2008,Con,Normal,324000
6240,1344,Pave,NA,Inside,1Fam,1.5Fin,5,4,1936,BrkTil,896,Y,1,0,Detchd,1,240,2006,WD,Normal,115000
7018,1535,Pave,NA,Inside,Duplex,1Story,5,5,1979,Slab,0,Y,2,0,Attchd,2,400,2009,WD,Alloca,118858
10500,864,Pave,NA,FR2,1Fam,1Story,4,5,1971,CBlock,864,Y,1,0,NA,0,0,2010,ConLI,Normal,115000
8089,1419,Pave,NA,Inside,1Fam,1Story,8,6,2007,PConc,1419,Y,2,0,Attchd,2,567,2007,New,Partial,392000
3180,1200,Pave,Pave,Inside,TwnhsE,2Story,7,5,2005,PConc,600,Y,2,1,Detchd,2,480,2006,WD,Normal,151000
7800,899,Pave,NA,Inside,1Fam,1Story,5,7,1967,PConc,864,Y,1,0,Attchd,1,288,2009,WD,Normal,130000
11250,1208,Pave,NA,Inside,1Fam,1Story,6,6,1977,CBlock,1208,Y,1,1,Attchd,2,546,2006,WD,Normal,165000
13125,1493,Pave,NA,Inside,1Fam,1Story,6,5,1997,PConc,1478,Y,2,0,Attchd,2,508,2008,WD,Normal,208900
9830,1287,Pave,NA,Corner,1Fam,1Story,5,7,1959,Do Not use this Field in the Model,1063,Y,1,0,Detchd,2,576,2010,WD,Normal,162000
8795,2256,Pave,NA,Inside,1Fam,2Story,7,5,2000,PConc,952,Y,2,1,BuiltIn,2,554,2009,WD,Normal,236000
8125,1654,Pave,NA,Inside,1Fam,1Story,7,5,2002,PConc,1654,Y,2,0,Attchd,3,900,2006,WD,Normal,230000
4800,1196,Pave,NA,Inside,1Fam,1Story,4,7,1916,CBlock,1196,Y,1,0,Detchd,2,440,2007,WD,Normal,109900
8393,1712,Pave,NA,Corner,Duplex,1Story,5,5,1959,CBlock,1626,Y,2,0,Attchd,2,588,2006,WD,Family,145000
7200,894,Pave,NA,Inside,1Fam,1Story,5,5,1972,CBlock,894,Y,1,0,Detchd,2,600,2009,WD,Normal,123000
8400,1484,Pave,NA,Inside,1Fam,1Story,7,5,2004,PConc,1473,Y,2,0,Attchd,2,606,2010,WD,Normal,213000
9375,2094,Pave,NA,Inside,1Fam,2Story,7,5,2003,PConc,912,Y,2,1,BuiltIn,2,615,2009,WD,Normal,263000
9477,892,Pave,NA,Corner,1Fam,1Story,5,5,1966,CBlock,864,Y,1,0,Attchd,1,264,2008,WD,Normal,110000
13600,1986,Pave,NA,Inside,1Fam,2Story,7,6,1965,CBlock,768,Y,2,1,Attchd,2,486,2009,WD,Normal,205000
1936,630,Pave,NA,Inside,Twnhs,SFoyer,4,6,1970,CBlock,630,Y,1,0,NA,0,0,2007,WD,Normal,84500
1890,630,Pave,NA,Inside,Twnhs,SFoyer,4,7,1972,CBlock,630,Y,1,0,NA,0,0,2008,WD,Normal,81000
12900,1258,Pave,NA,Inside,Duplex,SFoyer,4,4,1969,CBlock,1198,Y,0,2,CarPort,2,400,2008,WD,Alloca,108959
11333,1062,Pave,NA,Corner,1Fam,SLvl,6,5,1976,PConc,1029,Y,1,0,Attchd,2,539,2007,WD,Normal,146800
2522,1709,Pave,NA,Inside,Twnhs,2Story,7,5,2004,Do Not use this Field in the Model,970,Y,2,0,Detchd,2,380,2006,WD,Normal,130000
15306,1776,Pave,NA,Corner,1Fam,1Story,8,5,2006,PConc,1732,Y,2,0,Attchd,3,712,2007,New,Partial,283463
16033,1850,Pave,NA,FR2,1Fam,1Story,9,5,2004,PConc,1833,Y,2,0,Attchd,3,772,2006,WD,Normal,326000
9549,1494,Pave,NA,CulDSac,TwnhsE,1Story,8,5,1995,PConc,1494,Y,1,1,Attchd,2,481,2006,WD,Normal,270000
8120,864,Pave,NA,Inside,1Fam,1Story,4,7,1970,CBlock,864,Y,1,0,Detchd,2,463,2009,WD,Normal,124500
7153,1294,Pave,NA,Inside,1Fam,1Story,6,5,1991,CBlock,1278,Y,2,0,Attchd,2,496,2008,WD,Normal,179200
13907,996,Pave,NA,Inside,1Fam,1Story,5,6,1940,CBlock,996,Y,1,0,NA,0,0,2008,WD,Normal,108000
8593,907,Pave,NA,Inside,1Fam,1Story,4,6,1957,CBlock,907,Y,1,0,Detchd,1,,2008,WD,Normal,109008
11143,2466,Pave,NA,Corner,1Fam,2Story,8,5,2004,PConc,1580,Y,3,0,Attchd,2,610,2007,WD,Normal,340000
7200,1040,Pave,NA,Inside,1Fam,1Story,5,7,1950,CBlock,0,Y,1,0,Detchd,2,625,2006,WD,Normal,109500
31770,1656,Pave,NA,Corner,1Fam,1Story,6,5,1960,CBlock,1080,Y,1,0,Attchd,2,528,2010,WD,Normal,215000
11999,2374,Pave,NA,Inside,1Fam,2Story,8,5,2003,PConc,1181,Y,2,1,BuiltIn,3,656,2007,WD,Normal,285000
15384,1490,Pave,NA,Inside,1Fam,2Story,7,5,2004,PConc,788,Y,2,1,Attchd,2,388,2008,WD,Normal,184000
7685,1501,Pave,NA,Inside,1Fam,2Story,6,5,1993,PConc,697,Y,2,1,Attchd,2,420,2006,WD,Normal,165600
7200,827,Pave,NA,Inside,1Fam,1Story,5,7,1955,Slab,0,Y,1,0,Detchd,1,392,2010,WD,Normal,107500
11839,2329,Pave,NA,Inside,1Fam,2Story,7,5,1990,PConc,1475,Y,2,1,Attchd,2,514,2008,WD,Normal,262280
8263,1012,Pave,NA,Inside,1Fam,1Story,6,5,1920,BrkTil,1012,Y,1,0,Detchd,1,308,2007,WD,Normal,118400
1680,1092,Pave,NA,Inside,Twnhs,2Story,6,5,1971,CBlock,525,Y,1,1,Detchd,1,264,2010,WD,Family,88000
9000,1196,Pave,NA,Inside,1Fam,1Story,6,5,1956,CBlock,1196,Y,1,0,Attchd,1,,2008,WD,Normal,139000
1680,987,Pave,NA,Inside,Twnhs,2Story,6,5,1971,CBlock,483,Y,1,1,Detchd,1,264,2008,COD,Abnorml,85400
12456,1718,Pave,NA,FR2,1Fam,1Story,10,5,2006,PConc,1700,Y,2,0,Attchd,3,786,2009,WD,Normal,337500
